dataset,time,group,amount
2024-12,93,C,30
2024-12,94,C,67
2024-12,95,C,38
2024-12,96,C,4
2024-12,97,C,27
2024-12,98,C,52
2024-12,99,C,41
2024-12,0,D,75
2024-12,1,D,50
2024-12,2,D,74
2024-12,3,D,51
2024-12,4,D,71
2024-12,5,D,52
2024-12,6,D,60
2024-12,7,D,64
2024-12,8,D,62
2024-12,9,D,70
2024-12,10,D,44
2024-12,11,D,48
2024-12,12,D,92
2024-12,13,D,77
2024-12,14,D,40
2024-12,15,D,34
2024-12,16,D,58
2024-12,17,D,49
2024-12,18,D,97
2024-12,19,D,41
2024-12,20,D,63
2024-12,21,D,63
2024-12,22,D,63
2024-12,23,D,68
2024-12,24,D,65
2024-12,25,D,29
2024-12,26,D,42
2024-12,27,D,67
2024-12,28,D,20
2024-12,29,D,52
2024-12,30,D,29
2024-12,31,D,35
2024-12,32,D,28
2024-12,33,D,66
2024-12,34,D,58
2024-12,35,D,28
2024-12,36,D,47
2024-12,37,D,24
2024-12,38,D,85
2024-12,39,D,32
2024-12,40,D,87
2024-12,41,D,74
2024-12,42,D,38
2024-12,43,D,44
2024-12,44,D,32
2024-12,45,D,75
2024-12,46,D,104
2024-12,47,D,58
2024-12,48,D,82
2024-12,49,D,33
2024-12,50,D,73
2024-12,51,D,40
2024-12,52,D,31
2024-12,53,D,49
2024-12,54,D,55
2024-12,55,D,67
2024-12,56,D,51
2024-12,57,D,33
2024-12,58,D,46
2024-12,59,D,31
2024-12,60,D,70
2024-12,61,D,61
2024-12,62,D,73
2024-12,63,D,54
2024-12,64,D,118
2024-12,65,D,30
2024-12,66,D,56
2024-12,67,D,98
2024-12,68,D,63
2024-12,69,D,36
2024-12,70,D,27
2024-12,71,D,45
2024-12,72,D,70
2024-12,73,D,58
2024-12,74,D,98
2024-12,75,D,81
2024-12,76,D,68
2024-12,77,D,41
2024-12,78,D,41
2024-12,79,D,46
2024-12,80,D,93
2024-12,81,D,23
2024-12,82,D,71
2024-12,83,D,66
2024-12,84,D,61
2024-12,85,D,67
2024-12,86,D,63
2024-12,87,D,41
2024-12,88,D,78
2024-12,89,D,46
2024-12,90,D,35
2024-12,91,D,77
2024-12,92,D,55
2024-12,93,D,51
2024-12,94,D,-6
2024-12,95,D,78
2024-12,96,D,55
2024-12,97,D,34
2024-12,98,D,15
2024-12,99,D,72
