dataset,time,group,amount
2024-06,40,D,75
2024-06,41,D,45
2024-06,42,D,20
2024-06,43,D,25
2024-06,44,D,55
2024-06,45,D,74
2024-06,46,D,67
2024-06,47,D,42
2024-06,48,D,40
2024-06,49,D,23
2024-06,50,D,55
2024-06,51,D,64
2024-06,52,D,59
2024-06,53,D,61
2024-06,54,D,60
2024-06,55,D,82
2024-06,56,D,27
2024-06,57,D,41
2024-06,58,D,79
2024-06,59,D,36
2024-06,60,D,57
2024-06,61,D,64
2024-06,62,D,34
2024-06,63,D,29
2024-06,64,D,40
2024-06,65,D,19
2024-06,66,D,68
2024-06,67,D,38
2024-06,68,D,53
2024-06,69,D,57
2024-06,70,D,64
2024-06,71,D,61
2024-06,72,D,70
2024-06,73,D,30
2024-06,74,D,76
2024-06,75,D,47
2024-06,76,D,35
2024-06,77,D,101
2024-06,78,D,86
2024-06,79,D,67
2024-06,80,D,64
2024-06,81,D,38
2024-06,82,D,28
2024-06,83,D,33
2024-06,84,D,58
2024-06,85,D,44
2024-06,86,D,56
2024-06,87,D,94
2024-06,88,D,15
2024-06,89,D,76
2024-06,90,D,44
2024-06,91,D,56
2024-06,92,D,39
2024-06,93,D,49
2024-06,94,D,46
2024-06,95,D,59
2024-06,96,D,28
2024-06,97,D,51
2024-06,98,D,55
2024-06,99,D,71
