dataset,time,group,amount
2025-03,81,B,87
2025-03,82,B,107
2025-03,83,B,75
2025-03,84,B,76
2025-03,85,B,71
2025-03,86,B,104
2025-03,87,B,52
2025-03,88,B,68
2025-03,89,B,101
2025-03,90,B,118
2025-03,91,B,86
2025-03,92,B,99
2025-03,93,B,101
2025-03,94,B,91
2025-03,95,B,122
2025-03,96,B,87
2025-03,97,B,102
2025-03,98,B,59
2025-03,99,B,89
2025-03,0,C,31
2025-03,1,C,25
2025-03,2,C,0
2025-03,3,C,33
2025-03,4,C,20
2025-03,5,C,-7
2025-03,6,C,45
2025-03,7,C,-11
2025-03,8,C,-16
2025-03,9,C,18
2025-03,10,C,14
2025-03,11,C,7
2025-03,12,C,21
2025-03,13,C,16
2025-03,14,C,15
2025-03,15,C,23
2025-03,16,C,42
2025-03,17,C,0
2025-03,18,C,3
2025-03,19,C,9
2025-03,20,C,39
2025-03,21,C,2
2025-03,22,C,2
2025-03,23,C,-19
2025-03,24,C,-29
2025-03,25,C,32
2025-03,26,C,31
2025-03,27,C,39
2025-03,28,C,44
2025-03,29,C,12
2025-03,30,C,-3
2025-03,31,C,13
2025-03,32,C,4
2025-03,33,C,17
2025-03,34,C,46
2025-03,35,C,4
2025-03,36,C,-12
2025-03,37,C,37
2025-03,38,C,28
2025-03,39,C,4
2025-03,40,C,-5
2025-03,41,C,-45
2025-03,42,C,48
2025-03,43,C,8
2025-03,44,C,-9
2025-03,45,C,28
2025-03,46,C,28
2025-03,47,C,17
2025-03,48,C,19
2025-03,49,C,20
2025-03,50,C,-52
2025-03,51,C,-18
2025-03,52,C,14
2025-03,53,C,43
2025-03,54,C,40
2025-03,55,C,-11
2025-03,56,C,25
2025-03,57,C,27
2025-03,58,C,8
2025-03,59,C,-19
2025-03,60,C,10
2025-03,61,C,7
2025-03,62,C,4
2025-03,63,C,30
2025-03,64,C,26
2025-03,65,C,0
2025-03,66,C,13
2025-03,67,C,12
2025-03,68,C,7
2025-03,69,C,20
2025-03,70,C,-12
2025-03,71,C,18
2025-03,72,C,-19
2025-03,73,C,10
2025-03,74,C,-12
2025-03,75,C,19
2025-03,76,C,28
2025-03,77,C,14
2025-03,78,C,51
2025-03,79,C,14
2025-03,80,C,16
2025-03,81,C,-11
2025-03,82,C,10
2025-03,83,C,-7
2025-03,84,C,-18
2025-03,85,C,21
2025-03,86,C,-5
2025-03,87,C,-8
2025-03,88,C,0
2025-03,89,C,17
2025-03,90,C,28
2025-03,91,C,33
2025-03,92,C,3
2025-03,93,C,28
2025-03,94,C,10
2025-03,95,C,27
2025-03,96,C,-11
2025-03,97,C,35
2025-03,98,C,19
2025-03,99,C,3
2025-03,0,D,66
2025-03,1,D,79
2025-03,2,D,53
2025-03,3,D,53
2025-03,4,D,74
2025-03,5,D,89
2025-03,6,D,94
2025-03,7,D,73
2025-03,8,D,57
2025-03,9,D,46
2025-03,10,D,38
2025-03,11,D,121
2025-03,12,D,85
2025-03,13,D,126
2025-03,14,D,88
2025-03,15,D,52
2025-03,16,D,76
2025-03,17,D,57
2025-03,18,D,92
2025-03,19,D,74
2025-03,20,D,92
2025-03,21,D,37
2025-03,22,D,84
2025-03,23,D,95
2025-03,24,D,74
2025-03,25,D,89
2025-03,26,D,63
2025-03,27,D,54
2025-03,28,D,84
2025-03,29,D,109
2025-03,30,D,83
2025-03,31,D,85
2025-03,32,D,55
2025-03,33,D,89
2025-03,34,D,64
2025-03,35,D,62
2025-03,36,D,82
2025-03,37,D,53
2025-03,38,D,83
2025-03,39,D,72
2025-03,40,D,76
2025-03,41,D,60
2025-03,42,D,0
2025-03,43,D,80
2025-03,44,D,92
2025-03,45,D,44
2025-03,46,D,83
2025-03,47,D,63
2025-03,48,D,80
2025-03,49,D,15
2025-03,50,D,70
2025-03,51,D,34
2025-03,52,D,35
2025-03,53,D,68
2025-03,54,D,86
2025-03,55,D,92
2025-03,56,D,84
2025-03,57,D,37
2025-03,58,D,76
2025-03,59,D,62
2025-03,60,D,68
2025-03,61,D,62
2025-03,62,D,66
2025-03,63,D,99
2025-03,64,D,88
2025-03,65,D,54
2025-03,66,D,67
2025-03,67,D,88
2025-03,68,D,82
2025-03,69,D,83
2025-03,70,D,75
2025-03,71,D,98
2025-03,72,D,56
2025-03,73,D,62
2025-03,74,D,90
2025-03,75,D,91
2025-03,76,D,113
2025-03,77,D,94
2025-03,78,D,107
2025-03,79,D,81
2025-03,80,D,109
2025-03,81,D,77
2025-03,82,D,76
2025-03,83,D,74
2025-03,84,D,24
2025-03,85,D,71
2025-03,86,D,87
2025-03,87,D,41
2025-03,88,D,70
2025-03,89,D,43
2025-03,90,D,88
2025-03,91,D,59
2025-03,92,D,82
2025-03,93,D,97
2025-03,94,D,21
2025-03,95,D,38
2025-03,96,D,74
2025-03,97,D,93
2025-03,98,D,45
2025-03,99,D,47
