dataset,time,group,amount
2024-09,83,B,76
2024-09,84,B,110
2024-09,85,B,110
2024-09,86,B,75
2024-09,87,B,78
2024-09,88,B,70
2024-09,89,B,58
2024-09,90,B,65
2024-09,91,B,67
2024-09,92,B,94
2024-09,93,B,69
2024-09,94,B,106
2024-09,95,B,97
2024-09,96,B,66
2024-09,97,B,91
2024-09,98,B,58
2024-09,99,B,98
2024-09,0,C,74
2024-09,1,C,36
2024-09,2,C,80
2024-09,3,C,95
2024-09,4,C,52
2024-09,5,C,104
2024-09,6,C,95
2024-09,7,C,90
2024-09,8,C,83
2024-09,9,C,38
2024-09,10,C,79
2024-09,11,C,88
2024-09,12,C,89
2024-09,13,C,113
2024-09,14,C,57
2024-09,15,C,64
2024-09,16,C,82
2024-09,17,C,47
2024-09,18,C,79
2024-09,19,C,100
2024-09,20,C,55
2024-09,21,C,89
2024-09,22,C,96
2024-09,23,C,86
2024-09,24,C,95
2024-09,25,C,51
2024-09,26,C,81
2024-09,27,C,86
2024-09,28,C,110
2024-09,29,C,74
2024-09,30,C,112
2024-09,31,C,54
2024-09,32,C,97
2024-09,33,C,82
2024-09,34,C,66
2024-09,35,C,78
2024-09,36,C,83
2024-09,37,C,86
2024-09,38,C,66
2024-09,39,C,99
2024-09,40,C,98
2024-09,41,C,57
2024-09,42,C,72
2024-09,43,C,85
2024-09,44,C,70
2024-09,45,C,98
2024-09,46,C,98
2024-09,47,C,83
2024-09,48,C,77
2024-09,49,C,102
2024-09,50,C,69
2024-09,51,C,62
2024-09,52,C,67
2024-09,53,C,67
2024-09,54,C,99
2024-09,55,C,72
2024-09,56,C,62
2024-09,57,C,82
2024-09,58,C,20
2024-09,59,C,89
2024-09,60,C,84
2024-09,61,C,101
2024-09,62,C,92
2024-09,63,C,36
2024-09,64,C,85
2024-09,65,C,83
2024-09,66,C,77
2024-09,67,C,42
2024-09,68,C,76
2024-09,69,C,91
2024-09,70,C,41
2024-09,71,C,111
2024-09,72,C,88
2024-09,73,C,119
2024-09,74,C,85
2024-09,75,C,99
2024-09,76,C,103
2024-09,77,C,93
2024-09,78,C,67
2024-09,79,C,82
2024-09,80,C,119
2024-09,81,C,76
2024-09,82,C,52
2024-09,83,C,108
2024-09,84,C,91
2024-09,85,C,103
2024-09,86,C,59
2024-09,87,C,83
2024-09,88,C,85
2024-09,89,C,104
2024-09,90,C,93
2024-09,91,C,64
2024-09,92,C,57
2024-09,93,C,53
2024-09,94,C,68
2024-09,95,C,68
2024-09,96,C,108
2024-09,97,C,87
2024-09,98,C,78
2024-09,99,C,56
2024-09,0,D,18
2024-09,1,D,9
2024-09,2,D,28
2024-09,3,D,21
2024-09,4,D,0
2024-09,5,D,8
2024-09,6,D,6
2024-09,7,D,-3
2024-09,8,D,-17
2024-09,9,D,13
2024-09,10,D,19
2024-09,11,D,19
2024-09,12,D,48
2024-09,13,D,51
2024-09,14,D,-16
2024-09,15,D,58
2024-09,16,D,-12
2024-09,17,D,17
2024-09,18,D,19
2024-09,19,D,70
2024-09,20,D,6
2024-09,21,D,18
2024-09,22,D,23
2024-09,23,D,29
2024-09,24,D,42
2024-09,25,D,63
2024-09,26,D,32
2024-09,27,D,-35
2024-09,28,D,20
2024-09,29,D,60
2024-09,30,D,-13
2024-09,31,D,22
2024-09,32,D,10
2024-09,33,D,25
2024-09,34,D,11
2024-09,35,D,19
2024-09,36,D,9
2024-09,37,D,55
2024-09,38,D,15
2024-09,39,D,6
2024-09,40,D,52
2024-09,41,D,35
2024-09,42,D,2
2024-09,43,D,71
2024-09,44,D,10
2024-09,45,D,14
2024-09,46,D,-7
2024-09,47,D,9
2024-09,48,D,23
2024-09,49,D,33
2024-09,50,D,26
2024-09,51,D,20
2024-09,52,D,18
2024-09,53,D,47
2024-09,54,D,9
2024-09,55,D,11
2024-09,56,D,38
2024-09,57,D,31
2024-09,58,D,15
2024-09,59,D,4
2024-09,60,D,-3
2024-09,61,D,21
2024-09,62,D,48
2024-09,63,D,-13
2024-09,64,D,-25
2024-09,65,D,23
2024-09,66,D,-28
2024-09,67,D,36
2024-09,68,D,-6
2024-09,69,D,14
2024-09,70,D,16
2024-09,71,D,33
2024-09,72,D,33
2024-09,73,D,11
2024-09,74,D,27
2024-09,75,D,32
2024-09,76,D,21
2024-09,77,D,60
2024-09,78,D,3
2024-09,79,D,12
2024-09,80,D,31
2024-09,81,D,7
2024-09,82,D,31
2024-09,83,D,40
2024-09,84,D,8
2024-09,85,D,36
2024-09,86,D,47
2024-09,87,D,32
2024-09,88,D,-30
2024-09,89,D,30
2024-09,90,D,-11
2024-09,91,D,23
2024-09,92,D,2
2024-09,93,D,19
2024-09,94,D,1
2024-09,95,D,53
2024-09,96,D,19
2024-09,97,D,-3
2024-09,98,D,39
2024-09,99,D,-9
