dataset,time,group,amount
2024-08,13,B,59
2024-08,14,B,68
2024-08,15,B,45
2024-08,16,B,86
2024-08,17,B,69
2024-08,18,B,78
2024-08,19,B,86
2024-08,20,B,51
2024-08,21,B,65
2024-08,22,B,63
2024-08,23,B,114
2024-08,24,B,45
2024-08,25,B,79
2024-08,26,B,72
2024-08,27,B,57
2024-08,28,B,85
2024-08,29,B,77
2024-08,30,B,49
2024-08,31,B,50
2024-08,32,B,33
2024-08,33,B,92
2024-08,34,B,68
2024-08,35,B,99
2024-08,36,B,57
2024-08,37,B,52
2024-08,38,B,86
2024-08,39,B,82
2024-08,40,B,71
2024-08,41,B,82
2024-08,42,B,51
2024-08,43,B,71
2024-08,44,B,52
2024-08,45,B,40
2024-08,46,B,77
2024-08,47,B,92
2024-08,48,B,66
2024-08,49,B,83
2024-08,50,B,82
2024-08,51,B,63
2024-08,52,B,64
2024-08,53,B,36
2024-08,54,B,83
2024-08,55,B,76
2024-08,56,B,48
2024-08,57,B,60
2024-08,58,B,68
2024-08,59,B,81
2024-08,60,B,80
2024-08,61,B,61
2024-08,62,B,67
2024-08,63,B,98
2024-08,64,B,65
2024-08,65,B,49
2024-08,66,B,69
2024-08,67,B,54
2024-08,68,B,62
2024-08,69,B,42
2024-08,70,B,91
2024-08,71,B,61
2024-08,72,B,66
2024-08,73,B,92
2024-08,74,B,85
2024-08,75,B,75
2024-08,76,B,57
2024-08,77,B,89
2024-08,78,B,81
2024-08,79,B,33
2024-08,80,B,82
2024-08,81,B,60
2024-08,82,B,44
2024-08,83,B,97
2024-08,84,B,71
2024-08,85,B,27
2024-08,86,B,104
2024-08,87,B,84
2024-08,88,B,93
2024-08,89,B,59
2024-08,90,B,51
2024-08,91,B,61
2024-08,92,B,39
2024-08,93,B,43
2024-08,94,B,77
2024-08,95,B,66
2024-08,96,B,70
2024-08,97,B,65
2024-08,98,B,64
2024-08,99,B,76
2024-08,0,C,62
2024-08,1,C,30
2024-08,2,C,65
2024-08,3,C,57
2024-08,4,C,86
2024-08,5,C,30
2024-08,6,C,47
2024-08,7,C,22
2024-08,8,C,78
2024-08,9,C,48
2024-08,10,C,71
2024-08,11,C,63
2024-08,12,C,53
2024-08,13,C,56
2024-08,14,C,59
2024-08,15,C,43
2024-08,16,C,75
2024-08,17,C,34
2024-08,18,C,84
2024-08,19,C,126
2024-08,20,C,76
2024-08,21,C,88
2024-08,22,C,52
2024-08,23,C,18
2024-08,24,C,52
2024-08,25,C,25
2024-08,26,C,47
2024-08,27,C,78
2024-08,28,C,76
2024-08,29,C,30
2024-08,30,C,62
2024-08,31,C,44
2024-08,32,C,65
2024-08,33,C,47
2024-08,34,C,45
2024-08,35,C,66
2024-08,36,C,57
2024-08,37,C,50
2024-08,38,C,22
2024-08,39,C,37
2024-08,40,C,82
2024-08,41,C,19
2024-08,42,C,115
2024-08,43,C,37
2024-08,44,C,93
2024-08,45,C,67
2024-08,46,C,68
2024-08,47,C,47
2024-08,48,C,63
2024-08,49,C,53
2024-08,50,C,49
2024-08,51,C,89
2024-08,52,C,54
2024-08,53,C,78
2024-08,54,C,66
2024-08,55,C,21
2024-08,56,C,30
2024-08,57,C,59
2024-08,58,C,63
2024-08,59,C,67
2024-08,60,C,39
2024-08,61,C,41
2024-08,62,C,104
2024-08,63,C,34
2024-08,64,C,40
2024-08,65,C,109
2024-08,66,C,73
2024-08,67,C,6
2024-08,68,C,102
2024-08,69,C,55
2024-08,70,C,67
2024-08,71,C,49
2024-08,72,C,40
2024-08,73,C,55
2024-08,74,C,102
2024-08,75,C,59
2024-08,76,C,81
2024-08,77,C,65
2024-08,78,C,79
2024-08,79,C,46
2024-08,80,C,72
2024-08,81,C,71
2024-08,82,C,91
2024-08,83,C,57
2024-08,84,C,76
2024-08,85,C,45
2024-08,86,C,69
2024-08,87,C,44
2024-08,88,C,62
2024-08,89,C,84
2024-08,90,C,52
2024-08,91,C,56
2024-08,92,C,80
2024-08,93,C,67
2024-08,94,C,115
2024-08,95,C,44
2024-08,96,C,55
2024-08,97,C,41
2024-08,98,C,49
2024-08,99,C,70
2024-08,0,D,25
2024-08,1,D,44
2024-08,2,D,62
2024-08,3,D,0
2024-08,4,D,-11
2024-08,5,D,4
2024-08,6,D,80
2024-08,7,D,11
2024-08,8,D,-8
2024-08,9,D,53
2024-08,10,D,36
2024-08,11,D,29
2024-08,12,D,29
2024-08,13,D,18
2024-08,14,D,14
2024-08,15,D,49
2024-08,16,D,66
2024-08,17,D,-1
2024-08,18,D,3
2024-08,19,D,17
2024-08,20,D,43
2024-08,21,D,40
2024-08,22,D,19
2024-08,23,D,37
2024-08,24,D,-21
2024-08,25,D,83
2024-08,26,D,41
2024-08,27,D,36
2024-08,28,D,-11
2024-08,29,D,8
2024-08,30,D,59
2024-08,31,D,17
2024-08,32,D,28
2024-08,33,D,28
2024-08,34,D,29
2024-08,35,D,30
2024-08,36,D,10
2024-08,37,D,2
2024-08,38,D,43
2024-08,39,D,11
2024-08,40,D,39
2024-08,41,D,48
2024-08,42,D,32
2024-08,43,D,41
2024-08,44,D,47
2024-08,45,D,1
2024-08,46,D,1
2024-08,47,D,48
2024-08,48,D,1
2024-08,49,D,9
2024-08,50,D,48
2024-08,51,D,-6
2024-08,52,D,35
2024-08,53,D,23
2024-08,54,D,52
2024-08,55,D,30
2024-08,56,D,12
2024-08,57,D,61
2024-08,58,D,50
2024-08,59,D,19
2024-08,60,D,25
2024-08,61,D,35
2024-08,62,D,47
2024-08,63,D,-6
2024-08,64,D,2
2024-08,65,D,17
2024-08,66,D,26
2024-08,67,D,77
2024-08,68,D,28
2024-08,69,D,62
2024-08,70,D,24
2024-08,71,D,40
2024-08,72,D,24
2024-08,73,D,3
2024-08,74,D,57
2024-08,75,D,17
2024-08,76,D,59
2024-08,77,D,0
2024-08,78,D,-1
2024-08,79,D,23
2024-08,80,D,8
2024-08,81,D,43
2024-08,82,D,5
2024-08,83,D,-3
2024-08,84,D,55
2024-08,85,D,27
2024-08,86,D,13
2024-08,87,D,6
2024-08,88,D,46
2024-08,89,D,26
2024-08,90,D,20
2024-08,91,D,83
2024-08,92,D,37
2024-08,93,D,31
2024-08,94,D,47
2024-08,95,D,39
2024-08,96,D,35
2024-08,97,D,15
2024-08,98,D,-3
2024-08,99,D,23
