dataset,time,group,amount
2024-10,65,B,27
2024-10,66,B,-23
2024-10,67,B,-11
2024-10,68,B,20
2024-10,69,B,-28
2024-10,70,B,-21
2024-10,71,B,-2
2024-10,72,B,-8
2024-10,73,B,11
2024-10,74,B,28
2024-10,75,B,43
2024-10,76,B,31
2024-10,77,B,16
2024-10,78,B,32
2024-10,79,B,0
2024-10,80,B,8
2024-10,81,B,20
2024-10,82,B,-10
2024-10,83,B,26
2024-10,84,B,-2
2024-10,85,B,20
2024-10,86,B,34
2024-10,87,B,24
2024-10,88,B,18
2024-10,89,B,-2
2024-10,90,B,20
2024-10,91,B,30
2024-10,92,B,0
2024-10,93,B,31
2024-10,94,B,31
2024-10,95,B,-2
2024-10,96,B,26
2024-10,97,B,43
2024-10,98,B,32
2024-10,99,B,0
2024-10,0,C,-9
2024-10,1,C,65
2024-10,2,C,77
2024-10,3,C,75
2024-10,4,C,66
2024-10,5,C,48
2024-10,6,C,71
2024-10,7,C,30
2024-10,8,C,58
2024-10,9,C,6
2024-10,10,C,56
2024-10,11,C,35
2024-10,12,C,40
2024-10,13,C,39
2024-10,14,C,29
2024-10,15,C,73
2024-10,16,C,26
2024-10,17,C,75
2024-10,18,C,21
2024-10,19,C,42
2024-10,20,C,56
2024-10,21,C,23
2024-10,22,C,35
2024-10,23,C,48
2024-10,24,C,24
2024-10,25,C,70
2024-10,26,C,55
2024-10,27,C,27
2024-10,28,C,53
2024-10,29,C,44
2024-10,30,C,56
2024-10,31,C,16
2024-10,32,C,1
2024-10,33,C,15
2024-10,34,C,49
2024-10,35,C,57
2024-10,36,C,58
2024-10,37,C,31
2024-10,38,C,25
2024-10,39,C,22
2024-10,40,C,59
2024-10,41,C,58
2024-10,42,C,59
2024-10,43,C,17
2024-10,44,C,63
2024-10,45,C,55
2024-10,46,C,24
2024-10,47,C,33
2024-10,48,C,34
2024-10,49,C,-3
2024-10,50,C,41
2024-10,51,C,74
2024-10,52,C,61
2024-10,53,C,56
2024-10,54,C,39
2024-10,55,C,61
2024-10,56,C,69
2024-10,57,C,64
2024-10,58,C,37
2024-10,59,C,-40
2024-10,60,C,52
2024-10,61,C,46
2024-10,62,C,67
2024-10,63,C,28
2024-10,64,C,58
2024-10,65,C,14
2024-10,66,C,64
2024-10,67,C,39
2024-10,68,C,37
2024-10,69,C,16
2024-10,70,C,44
2024-10,71,C,16
2024-10,72,C,33
2024-10,73,C,32
2024-10,74,C,37
2024-10,75,C,43
2024-10,76,C,-8
2024-10,77,C,41
2024-10,78,C,32
2024-10,79,C,66
2024-10,80,C,42
2024-10,81,C,42
2024-10,82,C,45
2024-10,83,C,47
2024-10,84,C,21
2024-10,85,C,25
2024-10,86,C,71
2024-10,87,C,58
2024-10,88,C,54
2024-10,89,C,62
2024-10,90,C,43
2024-10,91,C,64
2024-10,92,C,34
2024-10,93,C,67
2024-10,94,C,42
2024-10,95,C,37
2024-10,96,C,36
2024-10,97,C,21
2024-10,98,C,68
2024-10,99,C,62
2024-10,0,D,96
2024-10,1,D,68
2024-10,2,D,125
2024-10,3,D,56
2024-10,4,D,84
2024-10,5,D,79
2024-10,6,D,101
2024-10,7,D,86
2024-10,8,D,46
2024-10,9,D,100
2024-10,10,D,72
2024-10,11,D,94
2024-10,12,D,133
2024-10,13,D,112
2024-10,14,D,74
2024-10,15,D,79
2024-10,16,D,84
2024-10,17,D,84
2024-10,18,D,73
2024-10,19,D,68
2024-10,20,D,105
2024-10,21,D,80
2024-10,22,D,92
2024-10,23,D,74
2024-10,24,D,94
2024-10,25,D,66
2024-10,26,D,98
2024-10,27,D,107
2024-10,28,D,92
2024-10,29,D,78
2024-10,30,D,71
2024-10,31,D,118
2024-10,32,D,59
2024-10,33,D,69
2024-10,34,D,78
2024-10,35,D,92
2024-10,36,D,104
2024-10,37,D,101
2024-10,38,D,95
2024-10,39,D,74
2024-10,40,D,107
2024-10,41,D,93
2024-10,42,D,63
2024-10,43,D,73
2024-10,44,D,61
2024-10,45,D,75
2024-10,46,D,86
2024-10,47,D,94
2024-10,48,D,54
2024-10,49,D,74
2024-10,50,D,66
2024-10,51,D,122
2024-10,52,D,124
2024-10,53,D,95
2024-10,54,D,82
2024-10,55,D,108
2024-10,56,D,79
2024-10,57,D,93
2024-10,58,D,116
2024-10,59,D,107
2024-10,60,D,96
2024-10,61,D,70
2024-10,62,D,68
2024-10,63,D,74
2024-10,64,D,69
2024-10,65,D,120
2024-10,66,D,61
2024-10,67,D,57
2024-10,68,D,61
2024-10,69,D,66
2024-10,70,D,118
2024-10,71,D,91
2024-10,72,D,79
2024-10,73,D,40
2024-10,74,D,87
2024-10,75,D,106
2024-10,76,D,89
2024-10,77,D,67
2024-10,78,D,73
2024-10,79,D,67
2024-10,80,D,72
2024-10,81,D,67
2024-10,82,D,46
2024-10,83,D,103
2024-10,84,D,66
2024-10,85,D,63
2024-10,86,D,99
2024-10,87,D,92
2024-10,88,D,49
2024-10,89,D,72
2024-10,90,D,99
2024-10,91,D,91
2024-10,92,D,121
2024-10,93,D,107
2024-10,94,D,44
2024-10,95,D,64
2024-10,96,D,58
2024-10,97,D,80
2024-10,98,D,80
2024-10,99,D,37
